dropped_record_id,kept_record_id,match_rule,dropped_title,kept_title
RBCCF8F30D99B,RBCCF8F30D99B,doi_match,Attaining Sustainable Development Goals in African Cities: A Systematic Literature Review,Attaining Sustainable Development Goals in African Cities: A Systematic Literature Review
RB334FC53A1A9,RB334FC53A1A9,doi_match,"Beyond ""Potty Parity"": Public Toilets, Gendered Time Costs, and Institutional Accountability in Everyday Mobility","Beyond “Potty Parity”: Public Toilets, Gendered Time Costs, and Institutional Accountability in Everyday Mobility"
RA1089E59F308,RA1089E59F308,doi_match,"Lived sanitation experiences in informal and formal settlements in Nairobi, Kenya: A comparative study through the lens of the Human Right to Sanitation","Lived sanitation experiences in informal and formal settlements in Nairobi, Kenya: A comparative study through the lens of the Human Right to Sanitation"
R7FA19A7B8819,R7FA19A7B8819,doi_match,Regional consortia and transaction costs for sanitation services in Brazil,Regional consortia and transaction costs for sanitation services in Brazil
R6C79A33DBDDB-1,R6C79A33DBDDB,doi_match,Systems Thinking for More Holistic Analysis of Low- and Middle-Income Country Water Utility Problems and Solutions,Policy Note: Systems Thinking for More Holistic Analysis of Low-and Middle-Income Country Water Utility Problems and Solutions
R9D4649E4A900-1,R9D4649E4A900,doi_match,Human rights in Spain: Protection of the right to water in families with affordability problems. Critical analysis for legal reform,Human rights in Spain: Protection of the right to water in families with affordability problems. Critical analysis for legal reform; [Derechos humanos en España: Protección del derecho al agua en familias con problemas de asequibilidad por riesgo de pobreza y exclusión social. Análisis crítico para una reforma legal]
R9A73EE8A495D,R9A73EE8A495D,doi_match,Co-producing water service delivery: a scoping review and typology of informal water vending in Sub-Saharan Africa,Co-producing water service delivery: a scoping review and typology of informal water vending in Sub-Saharan Africa
R922FAF988B94,R922FAF988B94,doi_match,Water Infrastructure in a small west African city: Situating sharing and volunteering in the making of urban infrastructures,Water Infrastructure in a small west African city: Situating sharing and volunteering in the making of urban infrastructures
R1B9787CC2A79,R1B9787CC2A79,doi_match,"Sachet water in Ghana: A spatiotemporal analysis of the recent upward trend in consumption and its relationship with changing household characteristics, 2010-2017","Sachet water in Ghana: A spatiotemporal analysis of the recent upward trend in consumption and its relationship with changing household characteristics, 2010–2017"
R5BAA92844EB0,R5BAA92844EB0,doi_match,The spotted zebra: Cohabitation between informal solutions and public-owned infrastructures for water supply in the Rio de Janeiro Metropolitan Region,The spotted zebra: Cohabitation between informal solutions and public-owned infrastructures for water supply in the Rio de Janeiro Metropolitan Region
R2018D426E682,R2018D426E682,doi_match,"Gender mainstreaming in integrated rural water supply and sanitation project in Mzimba, Malawi","Gender mainstreaming in integrated rural water supply and sanitation project in Mzimba, Malawi"
R3FEC665E8698,R3FEC665E8698,doi_match,The role of territorial conflicts in multi-municipal water governance: a case study from Taipei Metropolis,The role of territorial conflicts in multi-municipal water governance: a case study from Taipei Metropolis
R7142E0CB4FAE,R7142E0CB4FAE,doi_match,Exploring equity focus of the SHAWN WASH programme in Nigeria,Exploring equity focus of the shawn wash programme in Nigeria
R8D17337BEC6A,R8D17337BEC6A,doi_match,Benchmarking efficiency to support a transition to financial sustainability in the South African municipal water sector,Benchmarking efficiency to support a transition to financial sustainability in the South African municipal water sector
R4E7002C0DAB3,R4E7002C0DAB3,doi_match,A comprehensive framework for analyzing co-production of urban water and sanitation services in the Global South,A comprehensive framework for analyzing co-production of urban water and sanitation services in the Global South
RF37B79776186,RF37B79776186,doi_match,Factors affecting sanitation coverage in three income levels and potential toward achieving SDG 6.2,Factors affecting sanitation coverage in three income levels and potential toward achieving SDG 6.2
R70028D9094A5,R70028D9094A5,doi_match,Understanding the role of informal pit emptiers in sanitation in Nairobi through case studies in Mukuru and Kibera settlements,Understanding the role of informal pit emptiers in sanitation in nairobi through case studies in Mukuru and Kibera settlements
RC848E4BF3E91,RC848E4BF3E91,doi_match,Accelerating Safe Water and Sanitation Access in Urban Periphery and Low-Income Areas: The Case of Kenya,Accelerating Safe Water and Sanitation Access in Urban Periphery and Low-Income Areas: The Case of Kenya
RA13F19846E9D-1,RA13F19846E9D,doi_match,Overview of Social Tariffs in Basic Sanitation in Brazil: Operationalizing the Benefit in Different Water and Sewage Service Delivery Models,Overview of Social Tariffs in Basic Sanitation in Brazil: Operationalizing the Benefit in Different Water and Sewage Service Delivery Models; [Panorama da Tarifa Social no Saneamento Básico no Brasil: Operacionalização do Benefício em Diferentes Modelos de Prestação de Serviços de Água e Esgotos]
R2A7BC71170FF,R2A7BC71170FF,doi_match,Managed groundwater development for water-supply security in Sub-Saharan Africa: Investment priorities,Managed groundwater development for water-supply security in Sub-Saharan Africa: Investment priorities
R9B3445F82EB1,R9B3445F82EB1,doi_match,Pathways for collaboratively strengthening water and sanitation systems,Pathways for collaboratively strengthening water and sanitation systems
RC5875F158F00-1,RC5875F158F00,doi_match,"Investigating water security and climate vulnerability in urban informal settlements: a case of Kanyama township, Lusaka, Zambia","Investigating water security and climate vulnerability in urban informal settlements: A case of kanyama township, lusaka, zambia; [Indagine sulla sicurezza idrica e la vulnerabilità climatica negli insediamenti informali urbani: Un caso del compound di Kanyama, Lusaka, Zambia]"
R7050D3D0A9CF,R7050D3D0A9CF,doi_match,The State of SDG 6 in Nigeria (2016-2024): A Critical Review of Progress and Future Strategies,The State of SDG 6 in Nigeria (2016-2024): A Critical Review of Progress and Future Strategies
RBCC515CAB15E,RBCC515CAB15E,doi_match,"COVID-19 Pandemic and Water, Sanitation, and Hygiene: Impacts, Challenges, and Mitigation Strategies","COVID-19 Pandemic and Water, Sanitation, and Hygiene: Impacts, Challenges, and Mitigation Strategies"
R13E487B3A682,R13E487B3A682,doi_match,Making Waves: A justice-centred framework for wastewater-based public health surveillance,Making Waves: A justice-centred framework for wastewater-based public health surveillance
R06AA2F649B92,R06AA2F649B92,doi_match,A nine-year critical review of progress and future strategies for sustainable development goal 6 in Nigeria from 2016 to 2024,A nine-year critical review of progress and future strategies for sustainable development goal 6 in Nigeria from 2016 to 2024
R512107239D86,R512107239D86,doi_match,"Framing community entitlements to water in Accra, Ghana: A complex reality","Framing community entitlements to water in Accra, Ghana: A complex reality"
R0E3B5B7DC3B2,R0E3B5B7DC3B2,doi_match,"Working together: A study of civil society partnerships between WASH (water, sanitation, and hygiene) and GESI (gender equality and social inclusion) organisations in Timor-Leste","Working together: A study of civil society partnerships between WASH (water, sanitation, and hygiene) and GESI (gender equality and social inclusion) organisations in Timor-Leste"
R07BEDF2412B5,R07BEDF2412B5,doi_match,"Application of the ""Urban Governance Index"" to water service provisions: Between rhetoric and reality","Application of the ""Urban Governance Index"" to water service provisions: Between rhetoric and reality"
RF233FDEAF058,RF233FDEAF058,doi_match,Pathways for SDG 6 in Japan: Challenges and Policy Directions for a Nature-Positive Water Future,Pathways for SDG 6 in Japan: Challenges and Policy Directions for a Nature-Positive Water Future
RF35F2E5A319B,RF35F2E5A319B,doi_match,Holistic citywide sanitation for an urban area in the Global South: A case study of the Noakhali Pourashava of Bangladesh,Holistic citywide sanitation for an urban area in the Global South: A case study of the Noakhali Pourashava of Bangladesh
R76103658EB1E,R76103658EB1E,doi_match,Beyond the Strategic Retreat? Explaining Urban Water Privatization's Shallow Expansion in Low- and Middle-income Countries,Beyond the Strategic Retreat? Explaining Urban Water Privatization’s Shallow Expansion in Low- and Middle-income Countries
RBEBE095D118E,RBEBE095D118E,doi_match,Scoping provision of WASH services for unsheltered individuals: practitioners' experiences from the West Coast (US),Scoping provision of WASH services for unsheltered individuals: practitioners’ experiences from the West Coast (U.S.)
R0E434D61F108,R0E434D61F108,doi_match,"Paying for Pipes, Claiming Citizenship: Political Agency and Water Reforms at the Urban Periphery","Paying for pipes, claiming citizenship: Political agency and water reforms at the urban periphery"
R21EB956A971B,R21EB956A971B,doi_match,The three waters reform in New Zealand: learning from local government narratives for improved governance,The three waters reform in New Zealand: learning from local government narratives for improved governance
RBDE8AD7978D3,RBDE8AD7978D3,doi_match,Social determinants and cardiovascular care: A focus on vulnerable populations and the Jamaica experience,Social determinants and cardiovascular care: A focus on vulnerable populations and the Jamaica experience
R44B35D130A49,R44B35D130A49,doi_match,Domestic rainwater harvesting to improve water supply in rural South Africa,Domestic rainwater harvesting to improve water supply in rural South Africa
R46E6D7A0C7B6,R46E6D7A0C7B6,doi_match,Donors' Interest in Water and Sanitation Subsectors,Donors’ Interest in Water and Sanitation Subsectors
R1A193CAE91D7,R1A193CAE91D7,doi_match,Authority Structures and Service Reform in Multilevel Urban Governance: The Case of Wastewater Recycling in California and Australia,Authority Structures and Service Reform in Multilevel Urban Governance: The Case of Wastewater Recycling in California and Australia
R3E2A280D6A65,R3E2A280D6A65,doi_match,"Public Services in the Household and Their Effect on Poverty, Analysis for the Peruvian Case, 2021","Public Services in the Household and Their Effect on Poverty, Analysis for the Peruvian Case, 2021"
RDC81C21BAB76,RDC81C21BAB76,doi_match,How electoral competition shapes local public goods provision in South Africa,How electoral competition shapes local public goods provision in South Africa
R653729F562BE,R653729F562BE,doi_match,"Examining the practice of urban governance using UN-Habitat urban governance index in Gondar city, North West Ethiopia","Examining the practice of urban governance using UN-Habitat urban governance index in Gondar city, North West Ethiopia"
RC0409B5F0BE0,RC0409B5F0BE0,doi_match,"Multi-layered water resources, management, and uses under the impacts of global changes in a southern coastal metropolis: When will it be already too late? Crossed analysis in Recife, NE Brazil","Multi-layered water resources, management, and uses under the impacts of global changes in a southern coastal metropolis: When will it be already too late? Crossed analysis in Recife, NE Brazil"
R221EA3C5B171,R221EA3C5B171,doi_match,"Barriers to accessing water, sanitation and hygiene among people living with HIV/AIDS in Gomba and Mpigi districts in Uganda: a qualitative study","Barriers to accessing water, sanitation and hygiene among people living with HIV/AIDS in Gomba and Mpigi districts in Uganda: A qualitative study"
RB83291F58980,RB83291F58980,doi_match,"Global approaches to tackling antimicrobial resistance: a comprehensive analysis of water, sanitation and hygiene policies","Global approaches to tackling antimicrobial resistance: A comprehensive analysis of water, sanitation and hygiene policies"
R1DDE7C32C251,R1DDE7C32C251,doi_match,Linkages between sanitation and the sustainable development goals: A case study of Brazil,Linkages between sanitation and the sustainable development goals: A case study of Brazil
R2C018FF4AB28,R2C018FF4AB28,doi_match,Preliminary Assessment of COVID-19 Implications for the Water and Sanitation Sector in Latin America and the Caribbean,Preliminary assessment of COVID-19 implications for the water and sanitation sector in Latin America and the Caribbean
R8DE65838848E,R8DE65838848E,doi_match,"Corruption risks, management practices, and performance in water service delivery in Kenya and Ghana: an agent-based model","Corruption risks, management practices, and performance in water service delivery in Kenya and Ghana: An agent-based model"
RDEE8F58A6541,RDEE8F58A6541,doi_match,"Water supply and sanitation projects in the last decade: project characteristics, multilateral development bank performance, and quality of results","Water supply and sanitation projects in the last decade: project characteristics, multilateral development bank performance, and quality of results"
RBBCE6360BC06,RBBCE6360BC06,doi_match,Review of drivers and barriers of water and sanitation policies for urban informal settlements in low-income and middle-income countries,Review of drivers and barriers of water and sanitation policies for urban informal settlements in low-income and middle-income countries
R924CF6D8FC56,R924CF6D8FC56,doi_match,Policies and incentives for developing universal access to water and sanitation for vulnerable families,Policies and incentives for developing universal access to water and sanitation for vulnerable families
R48EE487F67CB,R48EE487F67CB,doi_match,Governance of Artificial Intelligence in Water and Wastewater Management: The Case Study of Japan,Governance of artificial intelligence in water and wastewater management: The case study of japan
R03A8C7660C62,R03A8C7660C62,doi_match,"Urban but off the grid: the struggle for water in two urban slums in greater Accra, Ghana","Urban but off the grid: the struggle for water in two urban slums in greater Accra, Ghana"
RA1815DB6A8FD,RA1815DB6A8FD,doi_match,Seeing sanitation: using photovoice for research and advocacy on WASH challenges in two Ethiopian urban primary schools,Seeing sanitation: using photovoice for research and advocacy on WASH challenges in two Ethiopian urban primary schools
RCF1AD58436DF,RCF1AD58436DF,doi_match,Water services sector reform: the Kosova experience,Water services sector reform: The Kosova experience
REB85F9212C3F,REB85F9212C3F,doi_match,Beyond passive consumption: Dis/ordering water supply and sanitation at Hanoi's urban edge,Beyond passive consumption: Dis/ordering water supply and sanitation at Hanoi's urban edge
RACC1A9A71A20,RACC1A9A71A20,doi_match,"The Agency, Resources, and Institutional Structures for Sanitation-related Empowerment (ARISE) Scales: Development and validation of measures of women's empowerment in urban sanitation for low- and middle-income countries","The Agency, Resources, and Institutional Structures for Sanitation-related Empowerment (ARISE) Scales: Development and validation of measures of women's empowerment in urban sanitation for low- and middle-income countries"
R9674E45D9D04,R9674E45D9D04,doi_match,"Enhancing the educational environment for optimal menstrual hygiene management in Kisangani, Democratic Republic of Congo","Enhancing the educational environment for optimal menstrual hygiene management in Kisangani, Democratic Republic of Congo"
R3555CE9DC15B,R3555CE9DC15B,doi_match,"Impact of air pollution on life expectancy: the role of digitalization, urbanization and institutional quality in BRICS economies","Impact of air pollution on life expectancy: the role of digitalization, urbanization and institutional quality in BRICS economies"
RD231796F4C06,RD231796F4C06,doi_match,"Towards more sustainable Water, Sanitation and Hygiene (WASH) projects in Magway Region, Myanmar","Towards more sustainable Water, Sanitation and Hygiene (WASH) projects in Magway Region, Myanmar"
R86567443C17D,R86567443C17D,doi_match,Strategies for Achieving Sustainability of Water Supply Systems in Rural Environments with Community Management in Brazil,Strategies for Achieving Sustainability of Water Supply Systems in Rural Environments with Community Management in Brazil
R35E214EE7613,R35E214EE7613,doi_match,Water and nonwater-related challenges of achieving global sanitation coverage,Water and nonwater-related challenges of achieving global sanitation coverage
R2107A5BCDCA2,R2107A5BCDCA2,doi_match,"Infrastructure governance in the post-networked city: State-led, high-tech sanitation in Addis Ababa's condominium housing","Infrastructure governance in the post-networked city: State-led, high-tech sanitation in Addis Ababa’s condominium housing"
R31E7B1B06D5E,R31E7B1B06D5E,doi_match,Bayesian networks modelling in support to cross-cutting analysis of water supply and sanitation in developing countries,Bayesian networks modelling in support to cross-cutting analysis of water supply and sanitation in developing countries
R66871E6DA5D1,R66871E6DA5D1,doi_match,A small improvement: small cities lag in expanding household water coverage across urban India,A small improvement: Small cities lag in expanding household water coverage across urban India
R8019ECFC2FE3,R8019ECFC2FE3,doi_match,Regulating Citywide Inclusive Sanitation (CWIS) in Colombia,Regulating Citywide Inclusive Sanitation (CWIS) in Colombia
R2A58025F1A28,R2A58025F1A28,doi_match,"Water use, ethnic conflict, and infrastructure in nineteenth-century Los Angeles","Water use, ethnic conflict, and infrastructure in nineteenth-century Los Angeles"
R798F6D592650-1,R798F6D592650,doi_match,Role of Innovation in Sustainable Sanitation System: A Case Study of India,Role of innovation in sustainable sanitation system: A case study of India; [Rola innowacji w zrównoważonym systemie sanitarnym: Studium przypadku Indii]
R0F404B9CB634,R0F404B9CB634,doi_match,Regulatory mobilization and service delivery at the edge of the regulatory state,Regulatory mobilization and service delivery at the edge of the regulatory state
R34FE58FDD827,R34FE58FDD827,title_year_match,"Sociotechnical Alternatives and Controversies in Extending Water and Sanitation Networks in Lima, Peru","Sociotechnical alternatives and controversies in extending water and sanitation networks in Lima, Peru"
R01522DD103D0,R01522DD103D0,doi_match,"Water, Sanitation, and Hygiene of Nepal: Status, Challenges, and Opportunities","Water, Sanitation, and Hygiene of Nepal: Status, Challenges, and Opportunities"
R76EA2323C322,R76EA2323C322,doi_match,TRADITIONAL GOVERNANCE IN THE COPRODUCTION OF URBAN RESILIENCE: Institutional Enablers and Political Constraints,TRADITIONAL GOVERNANCE IN THE COPRODUCTION OF URBAN RESILIENCE: Institutional Enablers and Political Constraints
RE570873A4206-1,RE570873A4206,doi_match,Economic comparison between an optimized and a traditional sewer system designs,Economic comparison between an optimized and a traditional sewer system design
R1811F8F093C3,R1811F8F093C3,doi_match,"Study design and rationale for the PAASIM project: a matched cohort study on urban water supply improvements and infant enteric pathogen infection, gut microbiome development and health in Mozambique","Study design and rationale for the PAASIM project: a matched cohort study on urban water supply improvements and infant enteric pathogen infection, gut microbiome development and health in Mozambique"
RBB6F3EAC4B2C,RBB6F3EAC4B2C,doi_match,"Socio-Demographic Factors Driving the Choice of Alternative Safe Water Sources and Their Implications for Public Health: Lessons from Goalmari, Bangladesh","Socio-Demographic Factors Driving the Choice of Alternative Safe Water Sources and Their Implications for Public Health: Lessons from Goalmari, Bangladesh"
RDDE51A4C378E,RDDE51A4C378E,doi_match,Beyond inclusion: practical lessons on striving for gender and disability transformational changes in WASH systems in Cambodia and Timor-Leste,Beyond inclusion: Practical lessons on striving for gender and disability transformational changes in WASH systems in Cambodia and Timor-Leste
R1F72CDCE0D1C,R1F72CDCE0D1C,doi_match,"Assessing the effectiveness of a rights based approach for pro-poor WASH services: A study in urban poor settlements in Khulna, Bangladesh","Assessing the effectiveness of a rights based approach for pro-poor WASH services: A study in urban poor settlements in Khulna, Bangladesh"
R0F2F1A4CDE94-1,R0F2F1A4CDE94,doi_match,"Addressing the impossible triad - high inequality, decentralized policy and low local capacity - challenges for drinking water policy in Mexico","Addressing the impossible triad–high inequality, decentralized policy and low local capacity–challenges for drinking water policy in Mexico"
RF611C2722057,RF611C2722057,doi_match,Property Rights and Water Access: Evidence from Land Titling in Rural Peru,Property Rights and Water Access: Evidence from Land Titling in Rural Peru
R1F22858448DC,R1F22858448DC,doi_match,Water management practices under climate and infrastructure stress in Zaatari Refugee Camp: A gendered qualitative study,Water management practices under climate and infrastructure stress in Zaatari Refugee Camp: A gendered qualitative study
R4D7CD4E75E33,R4D7CD4E75E33,doi_match,An economic valuation of water connections under different approaches of service governance,An economic valuation of water connections under different approaches of service governance
R4B1669E987E0,R4B1669E987E0,doi_match,"Between self-help and emerging water markets: self-governance, everyday practices and the spatiality of water access in Dar es Salaam","Between self-help and emerging water markets: self-governance, everyday practices and the spatiality of water access in Dar es Salaam"
R2F782937787E,R2F782937787E,doi_match,Policy Insights on User Charges from a Rural Water Supply Project: A Counter-intuitive View from South India,Policy insights on user charges from a rural water supply project: A counter-intuitive view from South India
R45FB2A780DA8,R45FB2A780DA8,doi_match,In the pipeline: the governance of water supply to urban informal settlements,In the pipeline: The governance of water supply to urban informal settlements
R4DB61161A41A,R4DB61161A41A,doi_match,"Water (In)Accessibility, Healthcare Delivery, and Patients' Health Outcomes in Ghana: Perspectives from the Yendi Hospital","Water (In)Accessibility, Healthcare Delivery, and Patients’ Health Outcomes in Ghana: Perspectives from the Yendi Hospital"
RF12971C35B2E,RF12971C35B2E,doi_match,"Barriers to extending piped water distribution networks: The case of Ekiti State, Nigeria","Barriers to extending piped water distribution networks: The case of Ekiti State, Nigeria"
R8077376646C2,R8077376646C2,doi_match,Modeling water inequality and water security: The role of water governance,Modeling water inequality and water security: The role of water governance
R4A2516BE7A0A,R4A2516BE7A0A,doi_match,Find A Loo: an app for sanitation governance,Find A Loo: an app for sanitation governance
R9827C4B3B99D,R9827C4B3B99D,doi_match,How Much Will It Cost To Monitor Microbial Drinking Water Quality in Sub-Saharan Africa?,How Much Will It Cost to Monitor Microbial Drinking Water Quality in Sub-Saharan Africa?
R7144DAB6F8DE,R7144DAB6F8DE,doi_match,Green Village Delft - integration of an autarkic water supply in a local sustainable energy system,Green village delft – integration of an autarkic water supply in a local sustainable energy system
RAF4ED0F28A15,RAF4ED0F28A15,doi_match,Biopolitics Gone to Shit? State Narratives versus Everyday Realities of Water and Sanitation in the Mekong Delta,Biopolitics Gone to Shit? State Narratives versus Everyday Realities of Water and Sanitation in the Mekong Delta
R33B28EB7232B-1,R33B28EB7232B,doi_match,Public policy of sanitation: an analysis of recent Brazilian experience,Public policy of sanitation: An analysis of recent Brazilian experience; [Política pública de saneamento básico: Uma análise da recente experiência brasileira]
R98EE7A8CD53B,R98EE7A8CD53B,doi_match,The production of space in the negotiation of water and electricity supply in a bosti of Dhaka,The production of space in the negotiation of water and electricity supply in a bosti of Dhaka
R0075B0F4C025,R0075B0F4C025,doi_match,Mining legacies and urban dynamics: socio-environmental injustice in Baia Mare,Mining legacies and urban dynamics: socio-environmental injustice in Baia Mare
R8256B35E7C26,R8256B35E7C26,doi_match,Role of Psychosocial Factors and Mental Well-Being for Baby WASH- and Nutrition-Related Behaviors in Lao PDR,Role of Psychosocial Factors and Mental Well-Being for Baby WASH- and Nutrition-Related Behaviors in Lao PDR
R70230CAFB70D,R70230CAFB70D,doi_match,The impact of the regularization on the economic analysis of rooftop rainwater harvesting system,The impact of the regularization on the economic analysis of rooftop rainwater harvesting system
RF0679308DDFB,RF0679308DDFB,doi_match,A civil society organisation response to water service delivery issues in South Africa drives transformative praxis. Part 1: Emergence and practice,A civil society organisation response to water service delivery issues in South Africa drives transformative praxis. Part 1: Emergence and practice
RA5E555B4E7F8-1,RA5E555B4E7F8,doi_match,Unmapped Water Access: Locating the Role of Religion in Access to Municipal Water Supply in Ahmedabad,Unmapped water access: Locating the role of religion in access to municipalwater supply in Ahmedabad
RB57945A09D4B,RB57945A09D4B,doi_match,Tracking user satisfaction of rural water services in northern Ghana,Tracking user satisfaction of rural water services in northern ghana
RA568151DBC58,RA568151DBC58,doi_match,Reconciling heritage and modern water infrastructures: design challenges from the Indian Himalayan Region,Reconciling heritage and modern water infrastructures: design challenges from the Indian Himalayan Region
R9992E3A73910,R9992E3A73910,doi_match,"Slums of Hope: Land Tenure Reforms, Local Economic Development and Environmental Improvement in a Kenyan Shanty Town","Slums of hope: Land tenure reforms, local economic development and environmental improvement in a Kenyan Shanty town"
R662825EA0EAA,R662825EA0EAA,doi_match,Public taps and private connections: the production of caste distinction and common sense in a Rajasthan drinking water supply project,Public taps and private connections: The production of caste distinction and common sense in a Rajasthan drinking water supply project
R21BA3E19B4D9,R21BA3E19B4D9,doi_match,"A case for urban liveability from below: exploring the politics of water and land access for greater liveability in Kampala, Uganda","A case for urban liveability from below: exploring the politics of water and land access for greater liveability in Kampala, Uganda"
R0E98EA29EE5C,R0E98EA29EE5C,title_year_match,BUILDING QUALITY INFRASTRUCTURE SERVICES FOR WATER AND SANITATION PROVIDERS IN LATIN AMERICA - EXAMPLES FROM GERMAN DEVELOPMENT COOPERATION,Building quality infrastructure services for water and sanitation providers in Latin America - Examples from German development cooperation
RA04CEC9AA0AF,RA04CEC9AA0AF,doi_match,"Effectiveness of sanitation policy instruments in Mavoko Municipality of Machakos County, Kenya","Effectiveness of sanitation policy instruments in Mavoko Municipality of Machakos County, Kenya"
R25AA2E157BD0,R25AA2E157BD0,title_year_match,Social determinants and inequalities in tuberculosis incidence in Latin America and the Caribbean,Social determinants and inequalities in tuberculosis incidence in Latin America and the Caribbean
RAD0160D7783C,RAD0160D7783C,doi_match,Water policy reform's effect on child health,Water policy reform’s effect on child health
R119AB4B8C208,R119AB4B8C208,doi_match,Governing antibiotic resistance through One Health: Insights from the political and legal landscape in Senegal,Governing antibiotic resistance through One Health: Insights from the political and legal landscape in Senegal
R172DC9C2AD24,R172DC9C2AD24,doi_match,"Faecal sludge emptying in Sub-Saharan Africa, South and Southeast Asia: A systematic review of emptying technology choices, challenges, and improvement initiatives","Faecal sludge emptying in Sub-Saharan Africa, South and Southeast Asia: A systematic review of emptying technology choices, challenges, and improvement initiatives"
R089ED6BEB7BE-1,R089ED6BEB7BE,doi_match,THE PROVINCIAL WATER-SUPPLY IN THAILAND AND THE WATER DECADE,The provincial water supply in Thailand and the water decade
R6C5C0454C690,R6C5C0454C690,doi_match,Ghana's post-MDGs sanitation situation: an overview,Ghana’s post-mdgs sanitation situation: An overview
R0A361F399C81,R0A361F399C81,doi_match,"Experiences of shared sanitation - towards a better understanding of access, exclusion and 'toilet mobility' in low-income urban areas","Experiences of shared sanitation – towards a better understanding of access, exclusion and ‘toilet mobility’ in low-income urban areas"
RF658E0A799E3,RF658E0A799E3,doi_match,Expert group decision-making on ESG strategies for water public sanitation utilities under fiscal and budgetary constraints in Brazil,Expert group decision-making on ESG strategies for water public sanitation utilities under fiscal and budgetary constraints in Brazil
R4E01960E4669,R4E01960E4669,doi_match,Accelerating the Provision of Safe Water Supply in Urban and Rural Areas of Indonesia,Accelerating the provision of safe water supply in urban and rural areas of Indonesia
R117C5DC21727,R117C5DC21727,title_year_match,How Representatives of Community-Based Water Organisations Navigate Gaps in Colombia's National Drinking Water Co-Production Strategy,How Representatives of Community-Based Water Organisations Navigate Gaps in Colombia’s National Drinking Water Co-Production Strategy
RB378AA833CAB,RB378AA833CAB,doi_match,"Rural Sanitation in Chile: Diagnosis, Investment and Challenges Towards Sustainability","Rural Sanitation in Chile: Diagnosis, Investment and Challenges Towards Sustainability"
R21CE9DB39993,R21CE9DB39993,title_year_match,From Adopt-a-Project to Permanent Services: The Evolution of Water For People's Approach to Rural Water Supply in Bolivia,From adopt-a-project to permanent services: The evolution of water for people's approach to rural water supply in Bolivia
R86185E0E5E4A,R86185E0E5E4A,doi_match,Acceptance and Use of Eight Arsenic-Safe Drinking Water Options in Bangladesh,Acceptance and Use of Eight Arsenic-Safe Drinking Water Options in Bangladesh
R1136FBCE60EA,R1136FBCE60EA,doi_match,Testing the effects of merit appointments and bureaucratic autonomy on governmental performance: Evidence from African bureaucracies,Testing the effects of merit appointments and bureaucratic autonomy on governmental performance: Evidence from African bureaucracies
R71A61FDE4C60,R71A61FDE4C60,doi_match,Exploring policy perceptions and responsibility of devolved decision-making for water service delivery in Kenya's 47 county governments,Exploring policy perceptions and responsibility of devolved decision-making for water service delivery in Kenya's 47 county governments
RA8E4DB31DE53,RA8E4DB31DE53,doi_match,Determinants of diarrhea prevalence among children under 5 years in semi-arid Ghana,Determinants of diarrhea prevalence among children under 5 years in semi-arid Ghana
R40024907E2D7,R40024907E2D7,doi_match,On a journey to citywide inclusive sanitation (CWIS)? A political economy analysis of container-based sanitation (CBS) in the fragmented in(formal) city,On a journey to citywide inclusive sanitation (CWIS)? A political economy analysis of container-based sanitation (CBS) in the fragmented (in)formal city
R27F9C76B923F,R27F9C76B923F,doi_match,More rhetoric or less action? Digging into urban health vulnerabilities: insights from urbanizing Accra,More rhetoric or less action? Digging into urban health vulnerabilities: Insights from urbanizing Accra
R8F0BBD5B3E65,R8F0BBD5B3E65,doi_match,"Application of Integrated Urban Water Security Index (IUWSI) in Sana'a, Yemen (Case study)","Application of Integrated Urban Water Security Index (IUWSI) in Sana’a, Yemen (Case study)"
R14B39B9D52E2,R14B39B9D52E2,doi_match,System Reliability and Water Service Decentralization: Investigating Household Preferences in Nicaragua,System Reliability and Water Service Decentralization: Investigating Household Preferences in Nicaragua
R0E9E01659037,R0E9E01659037,doi_match,Pipes and praxis: a methodological contribution to the urban political ecology of water,Pipes and praxis: A methodological contribution to the urban political ecology of water
R375DC07A5C67,R375DC07A5C67,doi_match,"The Quest for Water, Rights and Freedoms: Informal Urban Settlements in India","The Quest for Water, Rights and Freedoms: Informal Urban Settlements in India"
REFA4001EDBED,REFA4001EDBED,doi_match,Does state capacity matter for foreign aid effectiveness? Panel data evidence on water from 87 countries,Does state capacity matter for foreign aid effectiveness? Panel data evidence on water from 87 countries
R7399E3101B7A,R7399E3101B7A,doi_match,"Evidenced transformations: using data to demonstrate improvement in school-based access to water, sanitation and hygiene in Uttar Pradesh, India","Evidenced transformations: using data to demonstrate improvement in school-based access to water, sanitation and hygiene in Uttar Pradesh, India"
R1C0CF917B85E,R1C0CF917B85E,doi_match,"Water, sanitation and hygiene (WASH): the evolution of a global health and development sector","Water, sanitation and hygiene (WASH): The evolution of a global health and development sector"
R24BFB511C880,R24BFB511C880,doi_match,"Institutional capacity assessment in the lens of implementation research: Capacity of the local institutions in delivering WASH services at Cox's Bazar district, Bangladesh","Institutional capacity assessment in the lens of implementation research: Capacity of the local institutions in delivering WASH services at Cox’s Bazar district, Bangladesh"
R2ABF219B5CB4,R2ABF219B5CB4,doi_match,"A review of the drivers and barriers influencing the impact of Water, Sanitation and Hygiene on attendance and retention of pupils in primary schools in developing countries","A review of the drivers and barriers influencing the impact of Water, Sanitation and Hygiene on attendance and retention of pupils in primary schools in developing countries"
